Weapon,Class,Slot,Attachment,Factory Default,Visual Model,Internal Weapon,Internal Attachment
AK 205,Carbine,Secondary Sight,Cantedreflex,,yes,ak205,cantedreflex
AK 205,Carbine,Secondary Sight,G43 Magnifier,,yes,ak205,g43magnifier
AK 205,Carbine,Secondary Sight,Offsetreddot,,,ak205,offsetreddot
AK 205,Carbine,Barrel,Basic Barrel,yes,yes,ak205,basicbarrel
AK 205,Carbine,Barrel,Heavy Barrel,,yes,ak205,heavybarrel
AK 205,Carbine,Barrel,Light Barrel,,yes,ak205,lightbarrel
AK 205,Carbine,Barrel,Treated Barrel,,yes,ak205,treatedbarrel
AK 205,Carbine,Muzzle,Ak2000545 Suppressor,,yes,ak205,ak2000545suppressor
AK 205,Carbine,Muzzle,Dtk-2mb,,yes,ak205,dtk-2mb
AK 205,Carbine,Muzzle,DTK1,,yes,ak205,dtk1
AK 205,Carbine,Muzzle,Flash Hider Ak205,yes,yes,ak205,flashhiderak205
AK 205,Carbine,Muzzle,Linear Comp,,yes,ak205,kvpmachlinearcomp
AK 205,Carbine,Muzzle,Srvvfhmb545,,yes,ak205,srvvfhmb545
AK 205,Carbine,Muzzle,Stelaak74 Suppressor,,yes,ak205,stelaak74suppressor
AK 205,Carbine,Muzzle,Titanfs-t1flv2 Suppressor,,yes,ak205,titanfs-t1flv2suppressor
AK 205,Carbine,Muzzle,Tka-545,,yes,ak205,tka-545
AK 205,Carbine,Magazine,Extended Magazine I,,,ak205,extended1
AK 205,Carbine,Magazine,Extended Magazine II,,,ak205,extended2
AK 205,Carbine,Magazine,Extended Fast Mag II,,,ak205,extended2fast
AK 205,Carbine,Magazine,Extended Magazine III,,,ak205,extended3
AK 205,Carbine,Magazine,Extended Fast Mag III,,,ak205,extended3fast
AK 205,Carbine,Magazine,Extended Magazine IV,,,ak205,extended4
AK 205,Carbine,Magazine,Fast Mag,,,ak205,fast
AK 205,Carbine,Magazine,Standard Magazine,yes,,ak205,regular
AK 205,Carbine,Ammo,Synthetic Tip,,,ak205,ballistictip
AK 205,Carbine,Ammo,FMJ,yes,,ak205,fmj
AK 205,Carbine,Ammo,Frangible,,,ak205,frangible
AK 205,Carbine,Ammo,Hollow Point,,,ak205,hollowpoint
AK 205,Carbine,Ammo,Polymer Case,,,ak205,polymer_case
AK 205,Carbine,Ammo,Tungsten Core,,,ak205,tungsten
AK 205,Carbine,Bottom Rail,6H64 Vertical,,yes,ak205,6ch64_vertical
AK 205,Carbine,Bottom Rail,Bcm Stubby,,yes,ak205,bcm_stubby
AK 205,Carbine,Bottom Rail,Fab Tfs,,yes,ak205,fab_tfs
AK 205,Carbine,Bottom Rail,Kac Vertical Grip,,yes,ak205,kac_vertical_grip
AK 205,Carbine,Bottom Rail,Lwrci Vfg,,yes,ak205,lwrci_vfg
AK 205,Carbine,Bottom Rail,Magpul Afg,,yes,ak205,magpul_afg
AK 205,Carbine,Bottom Rail,Magpul AFG2,,yes,ak205,magpul_afg2
AK 205,Carbine,Bottom Rail,Magpul Mvg,,yes,ak205,magpul_mvg
AK 205,Carbine,Bottom Rail,Msbs A2 Grip,,yes,ak205,msbs_a2_grip
AK 205,Carbine,Bottom Rail,Tango Stubby,,yes,ak205,tango_stubby
AK 205,Carbine,Bottom Rail,Tangodown Vertical,,yes,ak205,tangodown_vertical
AK 205,Carbine,Bottom Rail,Troy,,yes,ak205,troy
AK 205,Carbine,Bottom Rail,Zenitco RK1,,yes,ak205,zenitco_rk1
AK 205,Carbine,Left Rail,Modulemk3,,yes,ak205,modulemk3
AK 205,Carbine,Left Rail,Sf300,,,ak205,sf300
AK 205,Carbine,Left Rail,Tl Missionlight,,yes,ak205,tl_missionlight
AK 205,Carbine,Right Rail,Anpeq16b,,yes,ak205,anpeq16b
AK 205,Carbine,Right Rail,Dbal-a3,,yes,ak205,dbal-a3
AK 205,Carbine,Right Rail,La-23,,yes,ak205,la-23
AK 205,Carbine,Right Rail,Mepro Sting,,yes,ak205,mepro_sting
AK 205,Carbine,Right Rail,Perst4,,yes,ak205,perst4
AK 205,Carbine,Right Rail,Raidxe,,yes,ak205,raidxe
AK 205,Carbine,Ergonomic,Magwell Flare,,yes,ak205,flaredmagwell
AK 205,Carbine,Ergonomic,Improved Mag Catch,,,ak205,improved_mag_catch
AK 205,Carbine,Ergonomic,Match Trigger,,,ak205,matchtrigger
AK 205,Carbine,Ergonomic,Recoil Buffer,,,ak205,recoilbuffer
M417 A2,Carbine,Scope,A-P2 1.75X,,yes,hk417a2,acrop2
M417 A2,Carbine,Scope,PAS 35 3.00X,,yes,hk417a2,anpas35
M417 A2,Carbine,Scope,Baker 3.00X,,yes,hk417a2,bravo3
M417 A2,Carbine,Scope,BF 2M 2.50X,,,hk417a2,cod2m
M417 A2,Carbine,Scope,CCO 2.00X,,yes,hk417a2,compm5b
M417 A2,Carbine,Scope,Mini Flex 1.00X,,yes,hk417a2,eflxmini
M417 A2,Carbine,Scope,Elcandr,,yes,hk417a2,elcandr
M417 A2,Carbine,Scope,LDS 4.50X,,yes,hk417a2,elcanlds
M417 A2,Carbine,Scope,Holosundrsth,,yes,hk417a2,holosundrsth
M417 A2,Carbine,Scope,Iron Sights,,yes,hk417a2,iron_sights
M417 A2,Carbine,Scope,RO-M 1.75X,,yes,hk417a2,meprom22
M417 A2,Carbine,Scope,Osa-7 1.00X,,yes,hk417a2,opk7
M417 A2,Carbine,Scope,Pg350,,yes,hk417a2,pg350
M417 A2,Carbine,Scope,R-MR 1.00X,,yes,hk417a2,rmr
M417 A2,Carbine,Scope,R4T 2.00X,,yes,hk417a2,romeo4t
M417 A2,Carbine,Scope,ROX 1.50X,,yes,hk417a2,romeox
M417 A2,Carbine,Scope,Shieldcqs,,yes,hk417a2,shieldcqs
M417 A2,Carbine,Scope,Spitfire,,yes,hk417a2,spitfire
M417 A2,Carbine,Scope,Steinert536,,yes,hk417a2,steinert536
M417 A2,Carbine,Scope,RO-M 1.75X,,yes,hk417a2,trijiconmro
M417 A2,Carbine,Scope,Trijiconrco,,yes,hk417a2,trijiconrco
M417 A2,Carbine,Scope,Trijiconreapir,,yes,hk417a2,trijiconreapir
M417 A2,Carbine,Scope,SDO 3.50X,,yes,hk417a2,trijiconsdo
M417 A2,Carbine,Scope,RO-S 1.25X,,yes,hk417a2,trijiconsro
M417 A2,Carbine,Scope,Vortexm157,,yes,hk417a2,vortexm157
M417 A2,Carbine,Scope,3VZR 1.75X,,yes,hk417a2,vzor3
M417 A2,Carbine,Scope,XPS3,yes,yes,hk417a2,xps3
M417 A2,Carbine,Secondary Sight,Canted Iron Sights,,yes,hk417a2,cantedironsights
M417 A2,Carbine,Secondary Sight,Cantedreflex,,yes,hk417a2,cantedreflex
M417 A2,Carbine,Secondary Sight,G43 Magnifier,,yes,hk417a2,g43magnifier
M417 A2,Carbine,Secondary Sight,Offsetreddot,,,hk417a2,offsetreddot
M417 A2,Carbine,Secondary Sight,Secondarysight,,yes,hk417a2,secondarysight
M417 A2,Carbine,Barrel,Basic Barrel,yes,yes,hk417a2,basicbarrel
M417 A2,Carbine,Barrel,Extended Barrel,,yes,hk417a2,extended_barrel
M417 A2,Carbine,Barrel,Short Barrel,,yes,hk417a2,short_barrel
M417 A2,Carbine,Barrel,Treated Barrel,,yes,hk417a2,treatedbarrel
M417 A2,Carbine,Muzzle,Comp Actstreamer,,yes,hk417a2,compactstreamer
M417 A2,Carbine,Muzzle,Flash Hider Hk417a2,yes,yes,hk417a2,flashhiderhk417a2
M417 A2,Carbine,Muzzle,Hx QD Mb,,yes,hk417a2,hxqd_mb
M417 A2,Carbine,Muzzle,Hx QD Suppressor,,yes,hk417a2,hxqd_suppressor
M417 A2,Carbine,Muzzle,Linear Comp,,yes,hk417a2,kvpmachlinearcomp
M417 A2,Carbine,Muzzle,Rotex Iia Suppressor,,yes,hk417a2,rotex_iia_suppressor
M417 A2,Carbine,Muzzle,Sakoslim Brake,,yes,hk417a2,sakoslimbrake
M417 A2,Carbine,Muzzle,Sandman-s Mil Suppressor,,yes,hk417a2,sandman-s_mil_suppressor
M417 A2,Carbine,Muzzle,Sfwar Comp,,yes,hk417a2,sfwarcomp
M417 A2,Carbine,Muzzle,Silentsteelmb,,yes,hk417a2,silentsteelmb
M417 A2,Carbine,Magazine,Compact Magazine I,,,hk417a2,compact1
M417 A2,Carbine,Magazine,Extended Magazine I,,,hk417a2,extended1
M417 A2,Carbine,Magazine,Fast Mag,,,hk417a2,fast
M417 A2,Carbine,Magazine,Standard Magazine,yes,yes,hk417a2,regular
M417 A2,Carbine,Ammo,FMJ,yes,,hk417a2,fmj
M417 A2,Carbine,Ammo,Frangible,,,hk417a2,frangible
M417 A2,Carbine,Ammo,Hollow Point,,,hk417a2,hollowpoint
M417 A2,Carbine,Ammo,Polymer Case,,,hk417a2,polymer_case
M417 A2,Carbine,Ammo,Tungsten Core,,,hk417a2,tungsten
M417 A2,Carbine,Bottom Rail,6H64 Vertical,,yes,hk417a2,6ch64_vertical
M417 A2,Carbine,Bottom Rail,Atlasv8,,yes,hk417a2,atlasv8
M417 A2,Carbine,Bottom Rail,Bcm Stubby,,yes,hk417a2,bcm_stubby
M417 A2,Carbine,Bottom Rail,Bt Grip Pod QD,,yes,hk417a2,bt_grippod_qd
M417 A2,Carbine,Bottom Rail,Fab Tfs,,yes,hk417a2,fab_tfs
M417 A2,Carbine,Bottom Rail,GPS2,,,hk417a2,gps2
M417 A2,Carbine,Bottom Rail,Hfga,,yes,hk417a2,hfga
M417 A2,Carbine,Bottom Rail,Kac Vertical Grip,,yes,hk417a2,kac_vertical_grip
M417 A2,Carbine,Bottom Rail,Lwrci Vfg,,yes,hk417a2,lwrci_vfg
M417 A2,Carbine,Bottom Rail,Magpul Afg,,yes,hk417a2,magpul_afg
M417 A2,Carbine,Bottom Rail,Magpul AFG2,,yes,hk417a2,magpul_afg2
M417 A2,Carbine,Bottom Rail,Magpul Mvg,,yes,hk417a2,magpul_mvg
M417 A2,Carbine,Bottom Rail,Msbs A2 Grip,,yes,hk417a2,msbs_a2_grip
M417 A2,Carbine,Bottom Rail,Qbz Grip Pod,,,hk417a2,qbz_grippod
M417 A2,Carbine,Bottom Rail,Tango Stubby,,yes,hk417a2,tango_stubby
M417 A2,Carbine,Bottom Rail,Tangodown Vertical,,yes,hk417a2,tangodown_vertical
M417 A2,Carbine,Bottom Rail,Troy,,yes,hk417a2,troy
M417 A2,Carbine,Bottom Rail,Ugl Mount,,yes,hk417a2,ugl_mount
M417 A2,Carbine,Bottom Rail,Zenitco RK1,,yes,hk417a2,zenitco_rk1
M417 A2,Carbine,Top Rail,Anpeq16b,,yes,hk417a2,anpeq16b
M417 A2,Carbine,Top Rail,Dbal-a3,,yes,hk417a2,dbal-a3
M417 A2,Carbine,Top Rail,La-23,,yes,hk417a2,la-23
M417 A2,Carbine,Top Rail,Mepro Sting,,yes,hk417a2,mepro_sting
M417 A2,Carbine,Top Rail,Perst4,,yes,hk417a2,perst4
M417 A2,Carbine,Top Rail,Raidxe,,yes,hk417a2,raidxe
M417 A2,Carbine,Right Rail,Modulemk3,,yes,hk417a2,modulemk3
M417 A2,Carbine,Right Rail,Right Rail,,,hk417a2,rightrail
M417 A2,Carbine,Right Rail,Sf300,,,hk417a2,sf300
M417 A2,Carbine,Right Rail,Tl Missionlight,,yes,hk417a2,tl_missionlight
M417 A2,Carbine,Ergonomic,Ergonomic Grip,,,hk417a2,ergonomic
M417 A2,Carbine,Ergonomic,Magwell Flare,,yes,hk417a2,flared_magwell
M417 A2,Carbine,Ergonomic,Match Trigger,,,hk417a2,matchtrigger
M417 A2,Carbine,Ergonomic,Recoil Buffer,,,hk417a2,recoilbuffer
M4A1,Carbine,Scope,A-P2 1.75X,,yes,m4a1,acrop2
M4A1,Carbine,Scope,PAS 35 3.00X,,yes,m4a1,anpas35
M4A1,Carbine,Scope,Baker 3.00X,,yes,m4a1,bravo3
M4A1,Carbine,Scope,BF 2M 2.50X,,,m4a1,cod2m
M4A1,Carbine,Scope,CCO 2.00X,,yes,m4a1,compm5b
M4A1,Carbine,Scope,Mini Flex 1.00X,,yes,m4a1,eflxmini
M4A1,Carbine,Scope,Elcandr,,yes,m4a1,elcandr
M4A1,Carbine,Scope,LDS 4.50X,,yes,m4a1,elcanlds
M4A1,Carbine,Scope,Holosundrsth,,yes,m4a1,holosundrsth
M4A1,Carbine,Scope,Iron Sights,,yes,m4a1,ironsights
M4A1,Carbine,Scope,RO-M 1.75X,,yes,m4a1,meprom22
M4A1,Carbine,Scope,Osa-7 1.00X,,yes,m4a1,opk7
M4A1,Carbine,Scope,Pg350,,yes,m4a1,pg350
M4A1,Carbine,Scope,R-MR 1.00X,,yes,m4a1,rmr
M4A1,Carbine,Scope,R4T 2.00X,,yes,m4a1,romeo4t
M4A1,Carbine,Scope,ROX 1.50X,,yes,m4a1,romeox
M4A1,Carbine,Scope,Shieldcqs,,yes,m4a1,shieldcqs
M4A1,Carbine,Scope,Spitfire,,yes,m4a1,spitfire
M4A1,Carbine,Scope,Steinert536,,yes,m4a1,steinert536
M4A1,Carbine,Scope,RO-M 1.75X,,yes,m4a1,trijiconmro
M4A1,Carbine,Scope,Trijiconrco,,yes,m4a1,trijiconrco
M4A1,Carbine,Scope,Trijiconreapir,,yes,m4a1,trijiconreapir
M4A1,Carbine,Scope,SDO 3.50X,,yes,m4a1,trijiconsdo
M4A1,Carbine,Scope,RO-S 1.25X,,yes,m4a1,trijiconsro
M4A1,Carbine,Scope,Vortexm157,,yes,m4a1,vortexm157
M4A1,Carbine,Scope,3VZR 1.75X,,yes,m4a1,vzor3
M4A1,Carbine,Scope,XPS3,yes,yes,m4a1,xps3
M4A1,Carbine,Secondary Sight,Canted Iron Sights,,yes,m4a1,cantedironsights
M4A1,Carbine,Secondary Sight,Cantedreflex,,yes,m4a1,cantedreflex
M4A1,Carbine,Secondary Sight,G43 Magnifier,,yes,m4a1,g43magnifier
M4A1,Carbine,Secondary Sight,Offsetreddot,,,m4a1,offsetreddot
M4A1,Carbine,Secondary Sight,Secondarysight,,,m4a1,secondarysight
M4A1,Carbine,Barrel,Basic Barrel,,yes,m4a1,basicbarrel
M4A1,Carbine,Barrel,Extended Barrel,,yes,m4a1,extendedbarrel
M4A1,Carbine,Barrel,Fluted Barrel,,,m4a1,fluted
M4A1,Carbine,Barrel,Short Barrel,yes,yes,m4a1,shortbarrel
M4A1,Carbine,Muzzle,Hx- QD 556,,yes,m4a1,hx-qd556
M4A1,Carbine,Muzzle,Linear Comp,,yes,m4a1,kvpmachlinearcomp
M4A1,Carbine,Muzzle,M4 QD Flash Hider,yes,yes,m4a1,m4qdflashhider
M4A1,Carbine,Muzzle,M4 QD Mams,,yes,m4a1,m4qdmams
M4A1,Carbine,Muzzle,NT4 QD Suppressor,,yes,m4a1,nt4qdsuppressor
M4A1,Carbine,Muzzle,Rotexv,,yes,m4a1,rotexv
M4A1,Carbine,Muzzle,Rsmicrotactical,,yes,m4a1,rsmicrotactical
M4A1,Carbine,Muzzle,Sfwar Comp,,yes,m4a1,sfwarcomp
M4A1,Carbine,Muzzle,Socommb,,yes,m4a1,socommb
M4A1,Carbine,Muzzle,Socomrc3,,yes,m4a1,socomrc3
M4A1,Carbine,Muzzle,Tionmb58x24,,yes,m4a1,tionmb58x24
M4A1,Carbine,Magazine,Compact Magazine I,,,m4a1,compact1
M4A1,Carbine,Magazine,Compact Magazine II,,,m4a1,compact2
M4A1,Carbine,Magazine,Extended Magazine I,,,m4a1,extended1
M4A1,Carbine,Magazine,Extended Magazine II,,,m4a1,extended2
M4A1,Carbine,Magazine,Extended Fast Mag II,,,m4a1,extended2fast
M4A1,Carbine,Magazine,Fast Mag,,,m4a1,fast
M4A1,Carbine,Magazine,Standard Magazine,yes,yes,m4a1,regular
M4A1,Carbine,Ammo,FMJ,yes,,m4a1,fmj
M4A1,Carbine,Ammo,Frangible,,,m4a1,frangible
M4A1,Carbine,Ammo,Hollow Point,,,m4a1,hollowpoint
M4A1,Carbine,Ammo,Polymer Case,,,m4a1,polymercase
M4A1,Carbine,Ammo,Tungsten Core,,,m4a1,tungsten
M4A1,Carbine,Bottom Rail,6H64 Vertical,,yes,m4a1,6ch64vertical
M4A1,Carbine,Bottom Rail,Bcm Stubby,,yes,m4a1,bcmstubby
M4A1,Carbine,Bottom Rail,Bt Grip Pod QD,,yes,m4a1,btgrippodqd
M4A1,Carbine,Bottom Rail,Fabtfs,,yes,m4a1,fabtfs
M4A1,Carbine,Bottom Rail,GPS2,,,m4a1,gps2
M4A1,Carbine,Bottom Rail,Hfga,,yes,m4a1,hfga
M4A1,Carbine,Bottom Rail,Kac Vertical Grip,,yes,m4a1,kacverticalgrip
M4A1,Carbine,Bottom Rail,Lt706 QD Harris Bipod,,yes,m4a1,lt706qdharrisbipod
M4A1,Carbine,Bottom Rail,Lwrci Vfg,,yes,m4a1,lwrci_vfg
M4A1,Carbine,Bottom Rail,Magpulafg,,yes,m4a1,magpulafg
M4A1,Carbine,Bottom Rail,Magpulafg2,,yes,m4a1,magpulafg2
M4A1,Carbine,Bottom Rail,Magpulmvg,,yes,m4a1,magpulmvg
M4A1,Carbine,Bottom Rail,Msbsa2 Grip,,yes,m4a1,msbsa2grip
M4A1,Carbine,Bottom Rail,Qbz Grip Pod,,,m4a1,qbzgrippod
M4A1,Carbine,Bottom Rail,Tangodown Vertical,,yes,m4a1,tangodownvertical
M4A1,Carbine,Bottom Rail,Tango Stubby,,yes,m4a1,tangostubby
M4A1,Carbine,Bottom Rail,Troy,,yes,m4a1,troy
M4A1,Carbine,Bottom Rail,Ugl Mount,,yes,m4a1,uglmount
M4A1,Carbine,Bottom Rail,Zenitcork1,,yes,m4a1,zenitcork1
M4A1,Carbine,Top Rail,Anpeq16b,,yes,m4a1,anpeq16b
M4A1,Carbine,Top Rail,Dbala3,,yes,m4a1,dbala3
M4A1,Carbine,Top Rail,La23peq,,yes,m4a1,la23peq
M4A1,Carbine,Top Rail,Mepro Sting,,yes,m4a1,mepro_sting
M4A1,Carbine,Top Rail,Perst4,,yes,m4a1,perst4
M4A1,Carbine,Top Rail,Raidxe,,yes,m4a1,raidxe
M4A1,Carbine,Right Rail,Modulemk3,,yes,m4a1,modulemk3
M4A1,Carbine,Right Rail,Right Rail,,,m4a1,rightrail
M4A1,Carbine,Right Rail,Sf300,,,m4a1,sf300
M4A1,Carbine,Right Rail,Tlmissionlight,,yes,m4a1,tlmissionlight
M4A1,Carbine,Ergonomic,Magwell Flare,,,m4a1,flaredmagwell
M4A1,Carbine,Ergonomic,Improved Mag Catch,,,m4a1,improvedmagcatch
M4A1,Carbine,Ergonomic,Magwell Flare,,,m4a1,magwell
M4A1,Carbine,Ergonomic,Match Trigger,,,m4a1,matchtrigger
M4A1,Carbine,Ergonomic,Rail Cover,,,m4a1,railcover
M4A1,Carbine,Ergonomic,Recoil Buffer,,,m4a1,recoilbuffer
GRT BC,Carbine,Scope,A-P2 1.75X,,yes,msbsgrotb,acrop2
GRT BC,Carbine,Scope,PAS 35 3.00X,,yes,msbsgrotb,anpas35
GRT BC,Carbine,Scope,Baker 3.00X,,yes,msbsgrotb,bravo3
GRT BC,Carbine,Scope,BF 2M 2.50X,,,msbsgrotb,cod2m
GRT BC,Carbine,Scope,CCO 2.00X,,yes,msbsgrotb,compm5b
GRT BC,Carbine,Scope,Mini Flex 1.00X,,yes,msbsgrotb,eflxmini
GRT BC,Carbine,Scope,Elcandr,,yes,msbsgrotb,elcandr
GRT BC,Carbine,Scope,LDS 4.50X,,yes,msbsgrotb,elcanlds
GRT BC,Carbine,Scope,Holosundrsth,,yes,msbsgrotb,holosundrsth
GRT BC,Carbine,Scope,Iron Sights,,,msbsgrotb,iron_sights
GRT BC,Carbine,Scope,Marchffpshorty,,yes,msbsgrotb,marchffpshorty
GRT BC,Carbine,Scope,RO-M 1.75X,,yes,msbsgrotb,meprom22
GRT BC,Carbine,Scope,Osa-7 1.00X,,yes,msbsgrotb,opk7
GRT BC,Carbine,Scope,Pg350,,yes,msbsgrotb,pg350
GRT BC,Carbine,Scope,R-MR 1.00X,,yes,msbsgrotb,rmr
GRT BC,Carbine,Scope,R4T 2.00X,,yes,msbsgrotb,romeo4t
GRT BC,Carbine,Scope,ROX 1.50X,,yes,msbsgrotb,romeox
GRT BC,Carbine,Scope,Shieldcqs,,yes,msbsgrotb,shieldcqs
GRT BC,Carbine,Scope,Spitfire,,yes,msbsgrotb,spitfire
GRT BC,Carbine,Scope,Steinert536,,yes,msbsgrotb,steinert536
GRT BC,Carbine,Scope,RO-M 1.75X,yes,yes,msbsgrotb,trijiconmro
GRT BC,Carbine,Scope,Trijiconrco,,yes,msbsgrotb,trijiconrco
GRT BC,Carbine,Scope,Trijiconreapir,,yes,msbsgrotb,trijiconreapir
GRT BC,Carbine,Scope,SDO 3.50X,,yes,msbsgrotb,trijiconsdo
GRT BC,Carbine,Scope,RO-S 1.25X,,yes,msbsgrotb,trijiconsro
GRT BC,Carbine,Scope,3VZR 1.75X,,yes,msbsgrotb,vzor3
GRT BC,Carbine,Scope,XPS3,,yes,msbsgrotb,xps3
GRT BC,Carbine,Secondary Sight,Canted Iron Sights,,yes,msbsgrotb,cantedironsights
GRT BC,Carbine,Secondary Sight,Cantedreflex,,yes,msbsgrotb,cantedreflex
GRT BC,Carbine,Secondary Sight,G43 Magnifier,,yes,msbsgrotb,g43magnifier
GRT BC,Carbine,Secondary Sight,Offsetreddot,,,msbsgrotb,offsetreddot
GRT BC,Carbine,Secondary Sight,Secondarysight,,,msbsgrotb,secondarysight
GRT BC,Carbine,Barrel,Basic Barrel,,yes,msbsgrotb,basicbarrel
GRT BC,Carbine,Barrel,Extended Barrel,,yes,msbsgrotb,extendedbarrel
GRT BC,Carbine,Barrel,Light Barrel,yes,yes,msbsgrotb,lightbarrel
GRT BC,Carbine,Muzzle,Flash Hider Msbsgrotb,yes,yes,msbsgrotb,flashhidermsbsgrotb
GRT BC,Carbine,Muzzle,Hx- QD 556,,yes,msbsgrotb,hx-qd556
GRT BC,Carbine,Muzzle,Linear Comp,,yes,msbsgrotb,kvpmachlinearcomp
GRT BC,Carbine,Muzzle,M4 QD Mams,,yes,msbsgrotb,m4qdmams
GRT BC,Carbine,Muzzle,NT4 QD Suppressor,,yes,msbsgrotb,nt4qdsuppressor
GRT BC,Carbine,Muzzle,Rotexv Suppressor,,yes,msbsgrotb,rotexvsuppressor
GRT BC,Carbine,Muzzle,Rsmicrotactical,,yes,msbsgrotb,rsmicrotactical
GRT BC,Carbine,Muzzle,Sfwar Comp,,yes,msbsgrotb,sfwarcomp
GRT BC,Carbine,Muzzle,Socom556rc3 Suppressor,,yes,msbsgrotb,socom556rc3suppressor
GRT BC,Carbine,Muzzle,Socommb,,yes,msbsgrotb,socommb
GRT BC,Carbine,Muzzle,Tionmb58x24,,yes,msbsgrotb,tionmb58x24
GRT BC,Carbine,Magazine,Extended Magazine I,,,msbsgrotb,extended1
GRT BC,Carbine,Magazine,Extended Magazine III,,,msbsgrotb,extended3
GRT BC,Carbine,Magazine,Extended Fast Mag III,,,msbsgrotb,extended3fast
GRT BC,Carbine,Magazine,Fast Mag,,yes,msbsgrotb,magazinefast
GRT BC,Carbine,Magazine,Standard Magazine,yes,yes,msbsgrotb,regular
GRT BC,Carbine,Ammo,FMJ,yes,,msbsgrotb,fmj
GRT BC,Carbine,Ammo,Frangible,,,msbsgrotb,frangible
GRT BC,Carbine,Ammo,Hollow Point,,,msbsgrotb,hollowpoint
GRT BC,Carbine,Ammo,Polymer Case,,,msbsgrotb,polymercase
GRT BC,Carbine,Ammo,Tungsten Core,,,msbsgrotb,tungsten
GRT BC,Carbine,Bottom Rail,6H64 Vertical,,yes,msbsgrotb,6ch64vertical
GRT BC,Carbine,Bottom Rail,Bcm Stubby,,yes,msbsgrotb,bcmstubby
GRT BC,Carbine,Bottom Rail,Evo Handstop,,yes,msbsgrotb,evohandstop
GRT BC,Carbine,Bottom Rail,Fabtfs,,yes,msbsgrotb,fabtfs
GRT BC,Carbine,Bottom Rail,Kac Vertical Grip,,yes,msbsgrotb,kacverticalgrip
GRT BC,Carbine,Bottom Rail,Lwrcivfg,,yes,msbsgrotb,lwrcivfg
GRT BC,Carbine,Bottom Rail,Magpulmvg,,yes,msbsgrotb,magpulmvg
GRT BC,Carbine,Bottom Rail,Msbsa2 Grip,,yes,msbsgrotb,msbsa2grip
GRT BC,Carbine,Bottom Rail,Tangodown Vertical,,yes,msbsgrotb,tangodownvertical
GRT BC,Carbine,Bottom Rail,Tango Stubby,,yes,msbsgrotb,tangostubby
GRT BC,Carbine,Bottom Rail,Zenitcork1,,yes,msbsgrotb,zenitcork1
GRT BC,Carbine,Top Rail,Top Rail,,,msbsgrotb,toprail
GRT BC,Carbine,Right Rail,Anpeq16b,,yes,msbsgrotb,anpeq16b
GRT BC,Carbine,Right Rail,Dbal-a3,,yes,msbsgrotb,dbal-a3
GRT BC,Carbine,Right Rail,La-23,,yes,msbsgrotb,la-23
GRT BC,Carbine,Right Rail,Meprosting,,yes,msbsgrotb,meprosting
GRT BC,Carbine,Right Rail,Modulemk3,,yes,msbsgrotb,modulemk3
GRT BC,Carbine,Right Rail,Perst4,,yes,msbsgrotb,perst4
GRT BC,Carbine,Right Rail,Raidxe,,yes,msbsgrotb,raidxe
GRT BC,Carbine,Right Rail,Right Rail,,,msbsgrotb,rightrail
GRT BC,Carbine,Right Rail,Sf300,,,msbsgrotb,sf300
GRT BC,Carbine,Right Rail,Sfx400,,,msbsgrotb,sfx400
GRT BC,Carbine,Right Rail,Tlmissionlight,,yes,msbsgrotb,tlmissionlight
GRT BC,Carbine,Right Rail,X5lg3,,yes,msbsgrotb,x5lg3
GRT BC,Carbine,Ergonomic,Burst Fire,,,msbsgrotb,burstfireenable
GRT BC,Carbine,Ergonomic,Ergonomic Grip,,,msbsgrotb,ergonomic
GRT BC,Carbine,Ergonomic,Improved Mag Catch,,,msbsgrotb,improvedmagcatch
GRT BC,Carbine,Ergonomic,Match Trigger,,,msbsgrotb,matchtrigger
GRT BC,Carbine,Ergonomic,Recoil Buffer,,,msbsgrotb,recoilbuffer
QBZ 192,Carbine,Scope,A-P2 1.75X,,yes,qbz192,acrop2
QBZ 192,Carbine,Scope,PAS 35 3.00X,,yes,qbz192,anpas35
QBZ 192,Carbine,Scope,Baker 3.00X,,yes,qbz192,bravo3
QBZ 192,Carbine,Scope,BF 2M 2.50X,,,qbz192,cod2m
QBZ 192,Carbine,Scope,CCO 2.00X,yes,yes,qbz192,compm5b
QBZ 192,Carbine,Scope,Mini Flex 1.00X,,yes,qbz192,eflxmini
QBZ 192,Carbine,Scope,Elcandr,,yes,qbz192,elcandr
QBZ 192,Carbine,Scope,LDS 4.50X,,yes,qbz192,elcanlds
QBZ 192,Carbine,Scope,Holosundrsth,,yes,qbz192,holosundrsth
QBZ 192,Carbine,Scope,Iron Sights,,yes,qbz192,iron_sights
QBZ 192,Carbine,Scope,Marchffpshorty,,yes,qbz192,marchffpshorty
QBZ 192,Carbine,Scope,RO-M 1.75X,,yes,qbz192,meprom22
QBZ 192,Carbine,Scope,Osa-7 1.00X,,yes,qbz192,opk7
QBZ 192,Carbine,Scope,Pg350,,yes,qbz192,pg350
QBZ 192,Carbine,Scope,R-MR 1.00X,,yes,qbz192,rmr
QBZ 192,Carbine,Scope,R4T 2.00X,,yes,qbz192,romeo4t
QBZ 192,Carbine,Scope,ROX 1.50X,,yes,qbz192,romeox
QBZ 192,Carbine,Scope,Shieldcqs,,yes,qbz192,shieldcqs
QBZ 192,Carbine,Scope,Spitfire,,yes,qbz192,spitfire
QBZ 192,Carbine,Scope,Steinert536,,yes,qbz192,steinert536
